annual_mean_salary_log,total_employment_log,manual_dexterity,creativity_level,critical_thinking,major_13,major_15,major_17,major_19,major_21,major_23,major_25,major_27,major_29,major_31,major_33,major_35,major_37,major_39,major_41,major_43,major_45,major_47,major_49,major_51,major_53,Job Title,predicted_risk,risk_pct,risk_level,annual_mean_salary,total_employment
11.5690316587541,11.838127285523347,0.0,4.0,4.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Education Administrators; Postsecondary,0.02238786748821014,2.2,🟢 Low Risk,105770.0,138430
11.876672343726321,12.091733049424988,2.19,4.0600000000000005,4.1850000000000005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Architectural and Engineering Managers,0.028092619864540924,2.8,🟢 Low Risk,143870.0,178390
10.933303378999149,12.21340072941578,3.0,3.0,3.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Food Service Managers,0.23985633381433388,24.0,🟢 Low Risk,56010.0,201470
11.285911934938985,8.361941906144946,1.0,2.88,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Gaming Managers,0.361903171957672,36.2,🟡 Medium Risk,79690.0,4280
10.99223467339126,10.474777785317189,1.75,3.62,3.88,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lodging Managers,0.02818813664179052,2.8,🟢 Low Risk,59410.0,35410
11.602501051562593,12.713344963776798,0.5,3.75,4.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medical and Health Services Managers,0.022062150924705426,2.2,🟢 Low Risk,109370.0,332150
11.821519842915182,10.911098697487983,0.2466666666666666,3.4599999999999995,4.126666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Natural Sciences Managers,0.048718243508343514,4.9,🟢 Low Risk,136150.0,54780
11.184157474284504,9.597030324758013,0.0,3.0,3.88,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Postmasters and Mail Superintendents,0.7011454868578256,70.1,🔴 High Risk,71980.0,14720
11.160399046843542,12.1023274911402,0.5,3.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property; Real Estate; and Community Association Managers,0.6558592804232801,65.6,🟡 Medium Risk,70290.0,180290
11.168616602047633,11.745868840762585,0.62,3.75,4.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Social and Community Service Managers,0.010382447852339188,1.0,🟢 Low Risk,70870.0,126230
11.265245851311018,9.166492972195906,1.0,4.12,4.38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Emergency Management Directors,0.02976093417794455,3.0,🟢 Low Risk,78060.0,9570
11.627601456538116,12.90835546873931,0.9166666666666666,3.2883333333333336,4.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Managers; All Other,0.22785982222222212,22.8,🟢 Low Risk,112150.0,403670
11.368604646693798,9.508294505698569,0.25,3.38,3.75,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Agents and Business Managers of Artists; Performers; and Athletes,0.27678676190476187,27.7,🟢 Low Risk,86560.0,13470
11.065246769525514,9.349319399257634,0.25,3.12,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Buyers and Purchasing Agents; Farm Products,0.37757951428571435,37.8,🟡 Medium Risk,63910.0,11490
11.002782941171654,11.603140870241532,1.0,3.0,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Wholesale and Retail Buyers; Except Farm Products,0.3727064382615774,37.3,🟡 Medium Risk,60040.0,109440
11.118711821072,12.603508942150482,0.0,3.0,3.88,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Purchasing Agents; Except Wholesale; Retail; and Farm Products,0.6847335502645502,68.5,🟡 Medium Risk,67420.0,297600
11.082004077752629,12.522418702517793,0.88,2.62,4.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Claims Adjusters; Examiners; and Investigators,0.9358350405099725,93.6,🔴 High Risk,64990.0,274420
11.09636401959432,9.62450089845157,1.38,2.62,3.75,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Insurance Appraisers; Auto Damage,0.9321266742206842,93.2,🔴 High Risk,65930.0,15130
11.159829821970122,12.520558515087323,1.1785714285714286,3.051428571428571,4.141428571428572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Compliance Officers,0.27854278196988197,27.9,🟢 Low Risk,70250.0,273910
11.10677512214237,12.276582366019788,0.12,3.0,4.12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Cost Estimators,0.5791400264550266,57.9,🟡 Medium Risk,66620.0,214610
10.764075281534032,6.698268054115413,2.12,2.0,3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Farm Labor Contractors,0.899359453866346,89.9,🔴 High Risk,47290.0,810
11.262038088346925,11.891779621652102,0.2066666666666666,3.8766666666666665,4.246666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Logisticians,0.1183001886071087,11.8,🟢 Low Risk,77810.0,146060
11.428575996501866,13.365609118984388,0.0,3.75,4.12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Management Analysts,0.22533893492063517,22.5,🟢 Low Risk,91910.0,637690
10.8594027621935,11.470550181387546,2.0,3.62,3.88,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Meeting; Convention; and Event Planners,0.12910579325343274,12.9,🟢 Low Risk,52020.0,95850
11.10482187913902,11.279617934981781,0.38,3.25,3.88,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Compensation; Benefits; and Job Analysis Specialists,0.430478547089947,43.0,🟡 Medium Risk,66490.0,79190
11.05644597094435,12.505106294354677,0.0,3.88,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Training and Development Specialists,0.14101861646628652,14.1,🟢 Low Risk,63350.0,269710
11.165082829676656,13.233244426835938,0.44,3.63,3.94,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Market Research Analysts and Marketing Specialists,0.2747860745656921,27.5,🟢 Low Risk,70620.0,558630
11.223521911620107,13.773303229311647,0.47,3.5325,4.125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Business Operations Specialists; All Other,0.2414877111111113,24.1,🟢 Low Risk,74870.0,958670
11.248061077798893,14.03588307350269,1.0,3.0,3.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Accountants and Auditors,0.7561888502238499,75.6,🔴 High Risk,76730.0,1246540
11.253779017771214,10.909637269778615,0.62,3.0,3.88,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Budget Analysts,0.8239754658879911,82.4,🔴 High Risk,77170.0,54700
11.304190115204406,11.19726906766269,0.62,2.62,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Credit Analysts,0.8586653980463986,85.9,🔴 High Risk,81160.0,72930
11.720760435616398,12.215285080442706,0.0,3.0,4.12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Personal Financial Advisors,0.4961108835978836,49.6,🟡 Medium Risk,123100.0,201850
11.231636247937386,11.425743164283066,0.75,2.75,3.88,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Insurance Underwriters,0.8693573855054109,86.9,🔴 High Risk,75480.0,91650
11.395728507536447,10.81478584288724,0.12,3.12,4.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Financial Examiners,0.23537598253968256,23.5,🟢 Low Risk,88940.0,49750
10.809344036488135,10.43737519189882,0.38,3.0,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Credit Counselors,0.2977519470899471,29.8,🟢 Low Risk,49480.0,34110
11.241916946359936,12.630362779054472,1.0,2.5,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Loan Officers,0.9303675619538734,93.0,🔴 High Risk,76260.0,305700
10.967353104874404,10.975944075393727,1.0,2.62,3.75,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Tax Examiners and Collectors; and Revenue Agents,0.927704854271412,92.8,🔴 High Risk,57950.0,58450
10.721966979398362,11.15669328014207,0.38,3.0,3.62,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Tax Preparers,0.8038663476841332,80.4,🔴 High Risk,45340.0,70030
11.241523483091212,11.72214046278653,0.31,3.37,4.625,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Financial Specialists; All Other,0.19402901155881172,19.4,🟢 Low Risk,76230.0,123270
11.645014567994968,9.900533192709691,0.0,3.62,4.88,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Actuaries,0.19681636825396825,19.7,🟢 Low Risk,114120.0,19940
11.567423119906431,7.912423121473705,0.0,4.75,5.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mathematicians,0.09827718941798945,9.8,🟢 Low Risk,105600.0,2730
11.342623384000476,11.600487523640199,0.0,4.0,4.12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Operations Research Analysts,0.06512838110870613,6.5,🟢 Low Risk,84340.0,109150
11.352298861540632,10.417537971057733,0.25,3.75,4.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Statisticians,0.14792474632438715,14.8,🟢 Low Risk,85160.0,33440
11.344163559174019,11.511534498024087,1.88,4.38,4.75,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Architects; Except Landscape and Naval,0.04627211814257866,4.6,🟢 Low Risk,84470.0,99860
11.139264209905594,9.874110233825451,1.62,4.0,3.88,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Landscape Architects,0.05835143635885384,5.8,🟢 Low Risk,68820.0,19420
11.099846444456379,9.401043372798053,2.0,3.0,3.75,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Cartographers and Photogrammetrists,0.7504631994301992,75.0,🔴 High Risk,66160.0,12100
11.058495927509338,10.676854348197491,2.375,2.94,4.0600000000000005,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Surveyors,0.42990335422709325,43.0,🟡 Medium Risk,63480.0,43340
11.626352359740238,11.134749595299702,0.0,4.12,4.88,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aerospace Engineers,0.03101507289377287,3.1,🟢 Low Risk,112010.0,68510
11.255850189111348,7.591357046698551,1.25,3.62,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Agricultural Engineers,0.21268910582010578,21.3,🟢 Low Risk,77330.0,1980
11.407242675165445,9.932609366108146,1.88,4.38,4.62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Biomedical Engineers,0.05946453729837411,5.9,🟢 Low Risk,89970.0,20590
11.565717136230267,10.373209892223665,0.12,4.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chemical Engineers,0.04835107759297232,4.8,🟢 Low Risk,105420.0,31990
11.404571584774748,12.57002454806453,0.1666666666666666,3.8766666666666665,4.246666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Civil Engineers,0.026009759971509967,2.6,🟢 Low Risk,89730.0,287800
11.684363005162105,11.197543261876168,1.88,4.0,4.12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Computer Hardware Engineers,0.09945906337366336,9.9,🟢 Low Risk,118700.0,72950
11.499039499657757,12.121445696259254,2.12,3.5,4.12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Electrical Engineers,0.06116416430659983,6.1,🟢 Low Risk,98620.0,183770
11.549845456569173,11.791322060504474,2.44,3.56,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Electronics Engineers; Except Computer,0.047648696052631584,4.8,🟢 Low Risk,103760.0,132100
11.39110805214731,10.864388295328752,0.0,4.0,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Environmental Engineers,0.04632126248955722,4.6,🟢 Low Risk,88530.0,52280
11.409684922802022,10.142937430124647,0.0,3.5,4.065,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Health and Safety Engineers; Except Mining Safety Engineers and Inspectors,0.16612780375939848,16.6,🟢 Low Risk,90190.0,25410
11.39110805214731,12.455082754238171,0.655,3.655,4.155,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Industrial Engineers,0.039603203971029004,4.0,🟢 Low Risk,88530.0,256550
11.511534498024087,9.002208578282412,2.12,3.88,4.38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Marine Engineers and Naval Architects,0.034778619838056676,3.5,🟢 Low Risk,99860.0,8120
11.482991892511098,10.196194479235656,1.88,4.25,4.38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Materials Engineers,0.05313616745710429,5.3,🟢 Low Risk,97050.0,26800
11.405351390085748,12.563016053429232,1.4166666666666667,4.206666666666667,4.373333333333334,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mechanical Engineers,0.033074955572205585,3.3,🟢 Low Risk,89800.0,285790
11.542591057625978,8.845201135339584,0.0,3.88,4.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mining and Geological Engineers; Including Mining Safety Engineers,0.0756671407964355,7.6,🟢 Low Risk,103010.0,6940
11.57073200206625,9.780245895678089,0.5,3.88,4.88,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nuclear Engineers,0.08413364968988124,8.4,🟢 Low Risk,105950.0,17680
11.898398727881634,10.397604358238855,0.0,3.88,4.38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Petroleum Engineers,0.12282953015873015,12.3,🟢 Low Risk,147030.0,32780
11.50540727406543,11.723113454244212,1.8275,4.1075,4.39,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Engineers; All Other,0.04245961353276354,4.2,🟢 Low Risk,99250.0,123390
10.902113746328311,11.480515903172183,1.62,3.25,3.75,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Architectural and Civil Drafters,0.4852709588744587,48.5,🟡 Medium Risk,54290.0,96810
11.057077174512672,10.19432713480299,1.62,3.0,3.62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Electrical and Electronics Drafters,0.7624830340065258,76.2,🔴 High Risk,63390.0,26750
10.95920973739723,11.060856051960645,1.88,3.12,3.62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mechanical Drafters,0.5770809817774818,57.7,🟡 Medium Risk,57480.0,63630
11.171434656356537,9.39024233725137,3.0,3.0,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aerospace Engineering and Operations Technicians,0.37189508585858555,37.2,🟡 Medium Risk,71070.0,11970
10.861323217547433,11.186516424119828,1.88,2.88,3.62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Civil Engineering Technicians,0.7067807572262822,70.7,🔴 High Risk,52120.0,72150
11.050111924969828,11.812074045030757,3.0,2.88,3.62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Electrical and Electronics Engineering Technicians,0.6546823659211161,65.5,🟡 Medium Risk,62950.0,134870
10.965798861477905,9.525953709356655,3.63,3.185,3.875,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Electro-Mechanical Technicians,0.5885664763347762,58.9,🟡 Medium Risk,57860.0,13710
10.868587496017359,9.71420180194054,2.75,3.0,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Environmental Engineering Technicians,0.27860075089725067,27.9,🟢 Low Risk,52500.0,16550
10.949419620566681,11.054391803423693,2.13,3.565,3.94,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Industrial Engineering Technicians,0.05499305473979069,5.5,🟢 Low Risk,56920.0,63220
10.953976954355767,10.725709333961985,2.75,3.25,3.63,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mechanical Engineering Technicians,0.4477234165464165,44.8,🟡 Medium Risk,57180.0,45510
11.0674349200055,11.215745092817135,3.0,2.88,3.62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Engineering Technicians; Except Drafters; All Other,0.44424975530228067,44.4,🟡 Medium Risk,64050.0,74290
10.725269783175804,10.895275291408279,2.25,2.5,3.62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Surveying and Mapping Technicians,0.873944394415585,87.4,🔴 High Risk,45490.0,53920
11.19672045358521,7.81237820598861,0.12,3.88,4.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Animal Scientists,0.1275686375661375,12.8,🟢 Low Risk,72890.0,2470
11.174244791546633,9.561067663645012,2.0,4.0,4.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Food Scientists and Technologists,0.06039766485658587,6.0,🟢 Low Risk,71270.0,14200
11.146070306614268,9.594990340370426,1.88,4.0,4.38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Soil and Plant Scientists,0.05311480771372875,5.3,🟢 Low Risk,69290.0,14690
11.454671156739673,10.281958234245314,2.12,4.62,5.12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Biochemists and Biophysicists,0.04989040952380952,5.0,🟢 Low Risk,94340.0,29200
11.249623761243825,9.983730240212331,2.5,4.38,4.62,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Microbiologists,0.06653969584859586,6.7,🟢 Low Risk,76850.0,21670
11.080464218191493,9.782505655975346,1.88,3.38,4.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Zoologists and Wildlife Biologists,0.23298765396825388,23.3,🟢 Low Risk,64890.0,17720
11.262295088386889,10.466269750670861,1.565,4.19,4.7225,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Biological Scientists; All Other,0.0453103219188219,4.5,🟢 Low Risk,77830.0,35110
11.084155905330146,9.926764529440621,2.0,3.5,3.8333333333333335,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Conservation Scientists,0.1731556836792837,17.3,🟢 Low Risk,65130.0,20470
11.007103966325696,9.038483865029992,2.12,3.5,4.12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Foresters,0.0596661407407407,6.0,🟢 Low Risk,60300.0,8420
11.260880770109578,8.646641258603124,0.12,4.12,4.62,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Epidemiologists,0.11024973015873012,11.0,🟢 Low Risk,77720.0,5690
11.461642696843066,11.597918974099873,2.12,4.0,4.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medical Scientists; Except Epidemiologists,0.041254280856180846,4.1,🟢 Low Risk,95000.0,108870
11.611693296564702,7.5126175446745105,0.25,4.12,4.12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Astronomers,0.12268739047619043,12.3,🟢 Low Risk,110380.0,1830
11.709897510670666,9.722025626154055,0.38,5.5,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Physicists,0.11896835396825402,11.9,🟢 Low Risk,121770.0,16680
11.459957084197983,9.19023970026918,0.25,3.12,4.12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Atmospheric and Space Scientists,0.5238782301587305,52.4,🟡 Medium Risk,94840.0,9800
11.299992111730875,11.369759234576504,2.62,3.38,4.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chemists,0.13862143164983173,13.9,🟢 Low Risk,80820.0,86660
11.52851334031188,8.955577146281511,1.12,4.12,4.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Materials Scientists,0.07507913152325256,7.5,🟢 Low Risk,101570.0,7750
11.23004517880127,11.341555717580368,0.6575,3.75,4.155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Environmental Scientists and Specialists; Including Health,0.09607249023627445,9.6,🟢 Low Risk,75360.0,84250
11.574876265845878,10.32288843838277,1.25,3.25,4.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Geoscientists; Except Hydrologists and Geographers,0.42604403756613773,42.6,🟡 Medium Risk,106390.0,30420
11.335483981226217,8.748463629942055,1.75,4.0,4.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Hydrologists,0.03746774497354497,3.7,🟢 Low Risk,83740.0,6300
11.49741580966931,9.850139517034204,1.62,3.88,4.38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Physical Scientists; All Other,0.23747453763195858,23.7,🟢 Low Risk,98460.0,18960
11.633912252019053,9.872048483700748,0.0,3.75,4.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Economists,0.2748122746031747,27.5,🟢 Low Risk,112860.0,19380
11.00128284088368,9.3868953338758,0.25,3.25,4.88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Survey Researchers,0.2825354269841269,28.3,🟢 Low Risk,59950.0,11930
11.557621545519082,6.928537818164665,0.0,4.0,4.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Industrial-Organizational Psychologists,0.11097750052910049,11.1,🟢 Low Risk,104570.0,1020
11.457951721822017,9.496346040047019,1.38,3.62,4.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Psychologists; All Other,0.08518550559732661,8.5,🟢 Low Risk,94650.0,13310
11.371834139356602,7.962415680121064,0.0,3.88,4.38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Sociologists,0.1329302502645502,13.3,🟢 Low Risk,86840.0,2870
